nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001402	Terry Jones	1942	2020	writer,actor,producer	tt0118172,tt0071853,tt0079470,tt0085959
nm0001403	Neil Jordan	1950	\N	writer,producer,director	tt0104036,tt2639336,tt0411195,tt0117039
nm0001404	Madeline Kahn	1942	1999	actress,soundtrack	tt0088930,tt0071230,tt0070510,tt0072431
nm0001405	Janusz Kaminski	1959	\N	cinematographer,camera_department,director	tt0181689,tt0108052,tt1568911,tt0120815
nm0001406	Carol Kane	1952	\N	actress,soundtrack	tt0106220,tt0093779,tt0096061,tt0395699
nm0001407	Mitzi Kapture	1962	\N	actress,director,producer	tt0790772,tt0119882,tt0101198,tt4560374
nm0001408	Shekhar Kapur	1945	\N	actor,director,producer	tt0109206,tt0240510,tt0414055,tt0127536
nm0001409	Tchéky Karyo	1953	\N	actor	tt0364045,tt0100263,tt0187393,tt0298814
nm0001410	Lawrence Kasdan	1949	\N	writer,producer,director	tt0080684,tt0111756,tt0085244,tt0090022
nm0001411	William Katt	1951	\N	actor,director,writer	tt0074285,tt0081871,tt0091223,tt0756683
nm0001412	Andy Kaufman	1949	1984	actor,soundtrack,writer	tt0077089,tt0125664,tt0082507,tt0080917
nm0001413	Julie Kavner	1950	\N	actress,soundtrack	tt0091167,tt0462538,tt0096697,tt0389860
nm0001414	Danny Kaye	1911	1987	soundtrack,actor,music_department	tt0049096,tt0056748,tt0052809,tt0047673
nm0001415	Elia Kazan	1909	2003	director,writer,producer	tt0047296,tt0048028,tt0044081,tt0056825
nm0001416	Catherine Keener	1959	\N	actress,producer,casting_department	tt0379725,tt5052448,tt0120601,tt0405422
nm0001417	Brian Keith	1921	1997	actor,director,soundtrack	tt0062185,tt0073906,tt0055277,tt0096487
nm0001418	David Keith	1954	\N	actor,music_department,director	tt0113419,tt0084434,tt0159273,tt0287978
nm0001419	Sally Kellerman	1937	2022	actress,soundtrack,miscellaneous	tt1623280,tt0090685,tt0110907,tt0066026
nm0001420	DeForest Kelley	1920	1999	actor,soundtrack	tt0098382,tt0102975,tt0060028,tt0084726
nm0001421	George Kennedy	1925	2016	actor,miscellaneous	tt0061512,tt0072288,tt0102510,tt0095705
nm0001422	Persis Khambatta	1948	1998	actress,producer	tt0079945,tt0088380,tt0084316,tt0093731
nm0001423	Richard Kiel	1939	2014	actor,writer,producer	tt0089767,tt0079574,tt0116483,tt0398286
nm0001424	Udo Kier	1944	\N	actor,soundtrack,producer	tt2762506,tt1389072,tt7456722,tt10832274
nm0001425	Krzysztof Kieslowski	1941	1996	writer,director,actor	tt0111495,tt0101765,tt0108394,tt0111507
nm0001426	Ben Kingsley	1943	\N	actor,soundtrack,producer	tt1300854,tt0203119,tt0108052,tt0083987
nm0001427	Greg Kinnear	1963	\N	actor,producer,writer	tt0119822,tt0128853,tt0114319,tt0449059
nm0001428	Klaus Kinski	1926	1991	actor,writer,director	tt0059578,tt0068182,tt0083946,tt0079641
nm0001429	Takeshi Kitano	1947	\N	actor,writer,director	tt0108188,tt0119250,tt0199683,tt0363226
nm0001430	Jack Klugman	1922	2012	actor,writer,director	tt0074042,tt0065329,tt0050083,tt0055895
nm0001431	Wayne Knight	1955	\N	actor,soundtrack	tt0250687,tt0098904,tt0092890,tt0107290
nm0001432	Charlie Korsmo	1978	\N	actor	tt0103241,tt0099422,tt0102057,tt0127723
nm0001433	Yaphet Kotto	1939	2021	actor,writer,director	tt0095631,tt0070328,tt0106028,tt0078748
nm0001434	Kris Kristofferson	1936	\N	soundtrack,actor,composer	tt0120611,tt0366627,tt0187738,tt0120784
nm0001435	Lisa Kudrow	1963	\N	actress,writer,producer	tt0120777,tt0120032,tt0108778,tt0434672
nm0001436	Swoosie Kurtz	1944	\N	actress,soundtrack	tt0139134,tt0258470,tt0119528,tt0292644
nm0001437	Emir Kusturica	1954	\N	director,actor,writer	tt0097223,tt0114787,tt0118843,tt0106307
nm0001438	Neil LaBute	1963	\N	writer,producer,director	tt5811556,tt0450345,tt0171580,tt0119361
nm0001439	Anthony LaPaglia	1959	\N	actor,producer,writer	tt0259393,tt0112950,tt0108174,tt0321021
nm0001440	Cheryl Ladd	1951	\N	actress,soundtrack,writer	tt0097883,tt0105156,tt3462710,tt0073972
nm0001441	Christine Lahti	1950	\N	actress,director,soundtrack	tt0078718,tt0096018,tt0108724,tt0410997
nm0001442	Ricki Lake	1968	\N	actress,producer,soundtrack	tt0095270,tt0099329,tt0427327,tt0111127
nm0001443	Hedy Lamarr	1914	2000	actress,soundtrack,producer	tt0041838,tt0037769,tt0039324,tt0038990
nm0001444	Lorenzo Lamas	1958	\N	actor,producer,director	tt0086985,tt0493406,tt0081858,tt0077631
nm0001445	Martin Landau	1928	2017	actor,producer,miscellaneous	tt0109707,tt0053125,tt0096316,tt0097123
nm0001446	Michael Landon	1936	1991	actor,producer,writer	tt0087631,tt0086730,tt0071007,tt0052451
nm0001447	Nathan Lane	1956	\N	actor,soundtrack,producer	tt0115685,tt0119715,tt0395251,tt0110357
nm0001448	Jessica Lange	1949	\N	actress,producer,soundtrack	tt0084805,tt0074751,tt0109306,tt0083967
nm0001449	Frank Langella	1938	\N	actor,soundtrack	tt1990314,tt0362478,tt1070874,tt0870111
nm0001450	Angela Lansbury	1925	\N	actress,producer,soundtrack	tt0056218,tt0066817,tt0118617,tt0101414
nm0001451	Queen Latifah	1970	\N	producer,actress,music_department	tt0316732,tt0427327,tt0305669,tt0299658
nm0001452	Charles Laughton	1899	1962	actor,soundtrack,writer	tt0054331,tt0051201,tt0026752,tt0024473
nm0001453	Piper Laurie	1932	\N	actress,soundtrack,director	tt0133751,tt0098936,tt0054997,tt0074285
nm0001454	Martin Lawrence	1965	\N	actor,writer,producer	tt0172156,tt0208003,tt0112442,tt0103488
nm0001455	Matt LeBlanc	1967	\N	actor,producer,soundtrack	tt0108778,tt1582350,tt0120738,tt0375355
nm0001456	Kelly LeBrock	1960	\N	actress	tt0090305,tt0120901,tt0088414,tt0099739
nm0001457	James Le Gros	1962	\N	actor,soundtrack,stunts	tt4468634,tt0454864,tt0097240,tt1492030
nm0001458	Cloris Leachman	1926	2021	actress,soundtrack	tt0067328,tt0371246,tt0072431,tt0481499
nm0001459	Denis Leary	1957	\N	writer,actor,producer	tt0948470,tt0268380,tt0155267,tt0381798
nm0001460	Mimi Leder	1952	\N	producer,director,script_department	tt4669788,tt0120647,tt0119874,tt7203552
nm0001461	Virginie Ledoyen	1976	\N	actress,producer,soundtrack	tt0123923,tt0163978,tt6048394,tt0283832
nm0001462	Jason Scott Lee	1966	\N	actor	tt0106770,tt4566758,tt0096874,tt0275847
nm0001463	Janet Leigh	1927	2004	actress,soundtrack,miscellaneous	tt0054215,tt0052311,tt0056218,tt0080749
nm0001464	Kay Lenz	1953	\N	actress,producer,miscellaneous	tt0101175,tt0069822,tt0094510,tt0091223
nm0001465	Elmore Leonard	1925	2013	writer,producer,miscellaneous	tt0119396,tt1489428,tt0120780,tt0113161
nm0001466	Sergio Leone	1929	1989	assistant_director,writer,director	tt0060196,tt0087843,tt0067140,tt0058461
nm0001467	Jared Leto	1971	\N	actor,producer,director	tt0180093,tt11214590,tt1386697,tt0790636
nm0001468	David Letterman	1947	\N	writer,producer,actor	tt0106053,tt0119951,tt0083441,tt0115641
nm0001469	Barry Levinson	1942	\N	producer,writer,director	tt0095953,tt1933667,tt0120885,tt0101516
nm0001470	Charlotte Lewis	1967	\N	actress	tt0098758,tt0091129,tt0110490,tt2311530
nm0001471	Jerry Lewis	1926	2017	actor,writer,director	tt0106307,tt0057372,tt0085794,tt0059166
nm0001472	Jet Li	1963	\N	actor,producer,miscellaneous	tt0267804,tt0271027,tt0913968,tt0446059
nm0001473	Laura Linney	1964	\N	actress,producer,miscellaneous	tt1515193,tt0203230,tt0362269,tt0775529
nm0001474	Tom Lister Jr.	1958	2020	actor,producer	tt0119116,tt0468569,tt0119396,tt0113118
nm0001475	John Lithgow	1945	\N	actor,soundtrack,producer	tt2639344,tt0106582,tt0086856,tt0084917
nm0001476	Cleavon Little	1939	1992	actor,soundtrack	tt0346222,tt0067927,tt0071230,tt0089730
nm0001477	Robyn Lively	1972	\N	actress	tt1462054,tt0097647,tt1204977,tt0098453
nm0001478	June Lockhart	1925	\N	actress,soundtrack	tt0058824,tt0120738,tt0039230,tt0038934
nm0001479	Carole Lombard	1908	1942	actress,soundtrack	tt0026452,tt0028010,tt0029322,tt0035446
nm0001480	Shelley Long	1949	\N	actress,soundtrack,producer	tt0083399,tt0118073,tt0091541,tt0093175
nm0001481	Tina Louise	1934	\N	actress,soundtrack	tt0054263,tt0073747,tt0057751,tt0051666
nm0001482	Courtney Love	1964	\N	actress,soundtrack,composer	tt0280380,tt0125664,tt0117318,tt0137338
nm0001483	Linda Lovelace	1949	2002	actress,miscellaneous	tt0069957,tt0068468,tt1426329,tt21146780
nm0001484	Jon Lovitz	1957	\N	actor,soundtrack,writer	tt0107659,tt0437863,tt0104694,tt0147612
nm0001485	Myrna Loy	1905	1993	actress,soundtrack	tt0025878,tt0027260,tt0040613,tt0036868
nm0001486	Sidney Lumet	1924	2011	director,producer,writer	tt0070666,tt0292963,tt0050083,tt0072890
nm0001487	John Lynch	1961	\N	actor,writer,assistant_director	tt0108071,tt0181311,tt1181791,tt0107207
nm0001488	Kelly Lynch	1959	\N	actress	tt0097240,tt0098206,tt0114857,tt0160127
nm0001489	Paul Lynde	1926	1982	actor,soundtrack,writer	tt0070016,tt0059995,tt0056891,tt0058953
nm0001490	Adrian Lyne	1941	\N	director,writer,producer	tt0085549,tt0099871,tt0093010,tt0107211
nm0001491	Melanie Lynskey	1977	\N	actress,soundtrack	tt4872078,tt0110005,tt1193138,tt3061830
nm0001492	Kyle MacLachlan	1959	\N	actor,soundtrack,director	tt4093826,tt0087182,tt1780441,tt0090756
nm0001493	Peter MacNicol	1954	\N	actor,soundtrack,director	tt0084707,tt0118254
nm0001494	Ralph Macchio	1961	\N	actor,producer,director	tt0086066,tt0097647,tt0087538,tt0091326
nm0001495	Patrick Macnee	1922	2015	actor,costume_department,soundtrack	tt0054518,tt0090264,tt0082533,tt0082213
nm0001496	Amy Madigan	1950	\N	actress,soundtrack,producer	tt0452623,tt0088194,tt0098554,tt0097351
nm0001497	Tobey Maguire	1975	\N	actor,producer,director	tt0185014,tt0145487,tt0765010,tt0120789
nm0001498	John Mahoney	1940	2018	actor,soundtrack,producer	tt0817177,tt0106004,tt0101410,tt0093565
nm0001499	Tina Majorino	1985	\N	actress,soundtrack	tt2771372,tt0109484,tt0114898,tt0374900
nm0001500	Karl Malden	1912	2009	actor,soundtrack,director	tt0044081,tt0048973,tt0047296,tt0066206
nm0001501	Louis Malle	1932	1995	director,writer,producer	tt0092593,tt0080388,tt0097884,tt0071733
nm0001502	Luis Mandoki	1954	\N	director,producer,writer	tt0387914,tt2062575,tt0341567,tt0139462
nm0001503	Dinah Manoff	1956	\N	actress,director,soundtrack	tt0094862,tt0094455,tt0081283,tt0077631
nm0001504	Marilyn Manson	1969	\N	soundtrack,composer,actor	tt0165710,tt2911666,tt0133093,tt0114558
nm0001505	Joe Mantegna	1947	\N	actor,producer,director	tt0108065,tt0099674,tt0109190,tt0120533
nm0001506	Jane March	1973	\N	actress	tt0800320,tt0101316,tt0338769,tt0109456
nm0001507	Cheech Marin	1946	\N	actor,soundtrack,writer	tt0117918,tt0116367,tt0092690,tt0078446
nm0001508	Penny Marshall	1943	2018	actress,director,producer	tt0094737,tt0074016,tt0104694,tt0099077
nm0001509	Dean Martin	1917	1995	soundtrack,actor,producer	tt0060728,tt0053221,tt0058797,tt0060980
nm0001510	Strother Martin	1919	1980	actor,soundtrack	tt0061512,tt0076723,tt0065214,tt0065126
nm0001511	Lee Marvin	1924	1987	actor,soundtrack,miscellaneous	tt0059017,tt0061578,tt0064782,tt0060862
nm0001512	Mary Elizabeth Mastrantonio	1958	\N	actress,soundtrack	tt0096754,tt0102798,tt0164085,tt0177971
nm0001513	Tim Matheson	1947	\N	actor,director,producer	tt1832979,tt9077530,tt0077975,tt0200276
nm0001514	Victor Mature	1913	1999	actor,soundtrack,producer	tt0046247,tt0035103,tt0039536,tt0041838
nm0001515	Joseph Mazzello	1983	\N	actor,director,writer	tt1285016,tt0479495,tt1727824,tt0107290
nm0001516	Rue McClanahan	1934	2010	actress,soundtrack,producer	tt0120201,tt0103426,tt0068103,tt0088526
nm0001517	Catherine McCormack	1972	\N	actress,director,writer	tt0463854,tt0112573,tt0318081,tt0266987
nm0001518	Dylan McDermott	1961	\N	actor,director,writer	tt1659337,tt0107206,tt0118437,tt2302755
nm0001519	Ian McDiarmid	1944	\N	actor	tt2527338,tt0121766,tt0120915,tt0086190
nm0001520	Christopher McDonald	1955	\N	actor,producer,director	tt0110932,tt0103074,tt0116483,tt1582453
nm0001521	Mary McDonnell	1952	\N	actress,soundtrack	tt1615147,tt0407362,tt0246578,tt0099348
nm0001522	Roddy McDowall	1928	1998	actor,producer,soundtrack	tt0089175,tt0093693,tt0056937,tt0068408
nm0001523	Natascha McElhone	1969	\N	actress,soundtrack	tt0488085,tt0120382,tt0122690,tt0307479
nm0001524	Paul McGann	1959	\N	actor,soundtrack,director	tt0094336,tt0103644,tt0108333,tt0238546
nm0001525	John C. McGinley	1959	\N	actor,producer,soundtrack	tt0285403,tt0094291,tt0102685,tt0114369
nm0001526	Patrick McGoohan	1928	2009	actor,producer,director	tt1466074,tt0112573,tt0117913,tt0061287
nm0001527	Elizabeth McGovern	1961	\N	actress,writer,producer	tt0087843,tt0099731,tt0081283,tt6398184
nm0001528	Don McKellar	1963	\N	actor,director,producer	tt0120907,tt0120802,tt0156729,tt0861689
nm0001529	Nancy McKeon	1966	\N	actress,producer,director	tt0078610,tt0272376,tt0286283,tt0083913
nm0001530	William McNamara	1965	\N	actor,producer,director	tt0096171,tt0110936,tt9135510,tt0112722
nm0001531	Kristy McNichol	1962	\N	actress,producer,soundtrack	tt0081060,tt0082853,tt0084504,tt0096324
nm0001532	John McTiernan	1951	\N	director,producer,writer	tt0246894,tt0093773,tt0107362,tt0095016
nm0001533	Meat Loaf	1947	2022	actor,soundtrack,producer	tt0227984,tt0137523,tt0105793,tt0073629
nm0001534	Michelle Meyrink	1962	\N	actress	tt0086066,tt0088000,tt0086525,tt0089886
nm0001535	Dale Midkiff	1959	\N	actor,producer,soundtrack	tt0345591,tt0132910,tt0098084,tt0106154
nm0001536	Toshirô Mifune	1920	1997	actor,producer,director	tt0055630,tt0050613,tt0057565,tt0047478
nm0001537	Ray Milland	1907	1986	actor,director,soundtrack	tt0046912,tt0037884,tt0037415,tt0066011
nm0001538	Jonny Lee Miller	1972	\N	actor,director,soundtrack	tt0219653,tt0402022,tt0117951,tt0297284
nm0001539	Hayley Mills	1946	\N	actress,soundtrack	tt0059793,tt0055277,tt0054195,tt0053361
nm0001540	Rachel Miner	1980	\N	actress,producer	tt0242193,tt0387877,tt0044265,tt1234541
nm0001541	Kylie Minogue	1968	\N	soundtrack,actress,composer	tt0111301,tt0088580,tt0203009,tt2126355
nm0001542	Jay Mohr	1970	\N	actor,writer,producer	tt0180052,tt0223897,tt0139239,tt0116695
nm0001543	Gretchen Mol	1972	\N	actress,soundtrack	tt0979432,tt0139809,tt4034228,tt0381849
nm0001544	Ricardo Montalban	1920	2009	actor,soundtrack,director	tt0067065,tt0068408,tt0095705,tt0084726
nm0001545	Dudley Moore	1935	2002	actor,writer,music_department	tt0061391,tt0076161,tt0078721,tt0082031
nm0001546	Mary Tyler Moore	1936	2017	actress,soundtrack,producer	tt0054533,tt0065314,tt0116324,tt0081283
nm0001547	Agnes Moorehead	1900	1974	actress,soundtrack,miscellaneous	tt0058213,tt0057733,tt0033467,tt0035015
nm0001548	Rick Moranis	1953	\N	actor,writer,producer	tt0098067,tt0091419,tt0087332,tt0094012
nm0001549	Rita Moreno	1931	\N	actress,soundtrack,producer	tt0049408,tt3581652,tt0118421,tt0055614
nm0001550	Cathy Moriarty	1960	\N	actress,soundtrack	tt0102951,tt0081398,tt0289848,tt1038919
nm0001551	Alanis Morissette	1974	\N	soundtrack,actress,composer	tt0120632,tt0120655,tt0458352,tt0363771
nm0001552	Pat Morita	1932	2005	actor,soundtrack,writer	tt0110657,tt0087538,tt0097647,tt0091326
nm0001553	Ennio Morricone	1928	2020	composer,soundtrack,music_department	tt0094226,tt0120731,tt3460252,tt1924396
nm0001554	Errol Morris	1948	\N	director,producer,writer	tt0896866,tt0096257,tt0317910,tt0119107
nm0001555	Rob Morrow	1962	\N	actor,director,writer	tt0433309,tt0098878,tt0110932,tt0246072
nm0001556	David Morse	1953	\N	actor,director,producer	tt0120689,tt0887912,tt0118884,tt0114746
nm0001557	Viggo Mortensen	1958	\N	actor,soundtrack,producer	tt0765443,tt3553976,tt0167260,tt0167261
nm0001558	Mr. T	1952	\N	actor,soundtrack,producer	tt0844471,tt0084967,tt0084602,tt0277371
nm0001559	Audie Murphy	1924	1971	actor,producer,writer	tt0052106,tt0052135,tt0046906,tt0048729
nm0001560	Ornella Muti	1955	\N	actress,miscellaneous	tt0094892,tt0232114,tt0080745,tt0102603
nm0001561	Jim Nabors	1930	2017	actor,soundtrack,music_department	tt0057752,tt0053479,tt0086379,tt0083642
nm0001562	Kathy Najimy	1957	\N	actress,producer,soundtrack	tt0108147,tt0107120,tt0105417,tt0209475
nm0001563	Kitten Natividad	1948	\N	actress	tt5489156,tt0078846,tt0099044,tt0090123
nm0001564	Bebe Neuwirth	1958	\N	actress,soundtrack,director	tt0113497,tt0251127,tt0083399,tt0162677
nm0001565	Mike Newell	1942	\N	director,producer,writer	tt0330373,tt0104522,tt0119008,tt0109831
nm0001566	Mike Nichols	1931	2014	director,producer,miscellaneous	tt0115685,tt0376541,tt0061722,tt0061184
nm0001567	Connie Nielsen	1965	\N	actress,producer,writer	tt0451279,tt0172495,tt0264395,tt0265459
nm0001568	Lisa Niemi	1956	\N	actress,director,miscellaneous	tt0096094,tt0157191,tt0092402,tt0098917
nm0001569	Chuck Norris	1940	\N	actor,music_department,producer	tt0106168,tt0094792,tt1764651,tt0068935
nm0001570	Edward Norton	1969	\N	actor,producer,writer	tt0137523,tt0120586,tt0117381,tt2562232
nm0001571	Kim Novak	1933	\N	actress,costume_department,soundtrack	tt0048491,tt0058265,tt0051406,tt0052357
nm0001572	Danny Nucci	1968	\N	actor,director,soundtrack	tt0112740,tt0120338,tt0106246,tt0116213
nm0001573	Catherine O'Hara	1954	\N	actress,writer,producer	tt1142977,tt0472160,tt0310281,tt0218839
nm0001574	Michael O'Keefe	1955	\N	actor,director,soundtrack	tt0435679,tt0465538,tt0237572,tt0080487
nm0001575	Tatum O'Neal	1963	\N	actress,producer,soundtrack	tt1017451,tt0070510,tt0074174,tt0081060
nm0001576	Heather O'Rourke	1975	1988	actress	tt0084516,tt0070992,tt0095889,tt0091778
nm0001577	Maureen O'Sullivan	1911	1998	actress,soundtrack	tt0025878,tt0025862,tt0023551,tt0091167
nm0001578	Annette O'Toole	1952	\N	actress,soundtrack,writer	tt0310281,tt0086393,tt0083511,tt0083722
nm0001579	Edward James Olmos	1947	\N	actor,producer,director	tt0083658,tt0407362,tt0120094,tt0094027
nm0001580	Ashley Olsen	1986	\N	actress,producer,music_department	tt0106763,tt0092359,tt0363282,tt0113442
nm0001581	Mary-Kate Olsen	1986	\N	actress,producer,music_department	tt0363282,tt0113442,tt1152398,tt1082886
nm0001582	Susan Olsen	1961	\N	actress,soundtrack,producer	tt2250468,tt0075485,tt0098756,tt0063878
nm0001583	Jerry Orbach	1935	2004	actor,soundtrack	tt0101414,tt0092890,tt0098844,tt0097123
nm0001584	Miranda Otto	1967	\N	actress,soundtrack	tt0167260,tt0120863,tt0167261,tt0407304
nm0001585	Kelly Packard	1975	\N	actress,soundtrack	tt0103380,tt0096542,tt0218787,tt4328642
nm0001586	Joanna Pacula	1957	\N	actress	tt0108358,tt0095454,tt0120458,tt0085615
nm0001587	Alan J. Pakula	1928	1998	producer,director,writer	tt0084707,tt0100404,tt0074119,tt0056592
nm0001588	Jack Palance	1919	2006	actor,soundtrack,director	tt0057345,tt0046303,tt0101587,tt0098439
nm0001589	Michael Palin	1943	\N	writer,actor,soundtrack	tt0079470,tt0071853,tt0085959,tt0081633
nm0001590	Chazz Palminteri	1952	\N	actor,writer,producer	tt0473488,tt0109348,tt0114814,tt0106489
nm0001591	Bruce Paltrow	1943	2002	producer,writer,director	tt0083483,tt0094563,tt0134630,tt0077101
nm0001592	Joe Pantoliano	1951	\N	actor,producer,writer	tt0112442,tt0115736,tt0209144,tt0133093
nm0001593	Anna Paquin	1982	\N	actress,producer,soundtrack	tt0120903,tt0107822,tt0290334,tt0367089
nm0001594	Anne Parillaud	1960	\N	actress,director,soundtrack	tt0100263,tt0120744,tt0104511,tt0104812
nm0001595	Michael Paré	1958	\N	actor,producer,director	tt1189340,tt0159097,tt1838544,tt0119313
nm0001596	Pier Paolo Pasolini	1922	1975	writer,director,actor	tt0073650,tt0065622,tt0058715,tt0061613
nm0001597	Mandy Patinkin	1952	\N	actor,soundtrack,producer	tt0094631,tt0093779,tt1796960,tt0099422
nm0001598	Robert Patrick	1958	\N	actor,producer	tt0103064,tt0133751,tt1599348,tt0419946
nm0001599	Will Patton	1954	\N	actor,soundtrack	tt0265349,tt0093640,tt0120591,tt0119925
nm0001600	Adrian Paul	1959	\N	actor,producer,director	tt0812352,tt0473364,tt0144964,tt2193021
nm0001601	David Paymer	1954	\N	actor,director,producer	tt0120202,tt0112346,tt0385267,tt0113161
nm0001602	Guy Pearce	1967	\N	actor,soundtrack,director	tt0209144,tt0887912,tt2345737,tt0119488
nm0001603	Sam Peckinpah	1925	1984	writer,director,producer	tt0067800,tt0065214,tt0086058,tt0068638
nm0001604	Nia Peeples	1961	\N	actress,soundtrack,producer	tt0297162,tt0083412,tt0106168,tt0097179
nm0001605	Amanda Peet	1972	\N	actress,producer,writer	tt0391304,tt0309698,tt0190138,tt1190080
nm0001606	Chris Penn	1965	2006	actor,producer,director	tt0108399,tt0087277,tt0105236,tt0108122
nm0001607	Sydney Penny	1971	\N	actress,producer	tt0085101,tt1578873,tt0089767,tt0065272
nm0001608	Barry Pepper	1970	\N	actor,producer,executive	tt0120689,tt0120815,tt0185183,tt1403865
nm0001609	Rosie Perez	1964	\N	actress,miscellaneous,director	tt0138749,tt0105812,tt0106881,tt0108451
nm0001610	Elizabeth Perkins	1960	\N	actress	tt0439100,tt5555260,tt7821582,tt2649356
nm0001611	Max Perlich	1968	\N	actor,miscellaneous	tt0106582,tt0110478,tt0097240,tt0115639
